"Observation station","Year","Month","Day","Time [Local time]","Air temperature mean [°C]","Dew-point temperature mean [°C]","Cloud cover [1/8]","Air pressure mean [hPa]","Relative humidity mean [%]","Precipitation amount mean [mm]","Weather description","Horizontal visibility mean [m]"
"Tornio Torppi","2023","4","21","07:30","4.9","1.3","Clear (0/8)","1020.6","78","0","No significant weather","25500"
"Tornio Torppi","2023","4","21","07:40","5.1","1.4","Clear (0/8)","1020.5","77","0","No significant weather","41966"
"Tornio Torppi","2023","4","21","07:50","5.7","1.7","Clear (0/8)","1020.5","76","0","No significant weather","24294"
"Tornio Torppi","2023","4","21","08:00","6.4","1.9","Clear (0/8)","1020.4","73","0","No significant weather","28282"
"Tornio Torppi","2023","4","21","08:10","6.5","1.7","Clear (0/8)","1020.4","72","0","No significant weather","37627"
"Tornio Torppi","2023","4","21","08:20","6.9","1.8","Clear (0/8)","1020.4","70","0","No significant weather","33046"
"Tornio Torppi","2023","4","21","08:30","6.8","1.7","Clear (0/8)","1020.3","70","0","No significant weather","38720"
"Tornio Torppi","2023","4","21","08:40","7","1.6","Partly cloudy (4/8)","1020.3","69","0","No significant weather","46469"
"Tornio Torppi","2023","4","21","08:50","7.1","1.8","Partly cloudy (4/8)","1020.3","69","0","No significant weather","39986"
"Tornio Torppi","2023","4","21","09:00","7.3","1.7","Mostly clear (3/8)","1020.3","68","0","No significant weather","29398"
"Tornio Torppi","2023","4","21","09:10","7.2","1.8","Clear (1/8)","1020.2","68","0","No significant weather","48076"
"Tornio Torppi","2023","4","21","09:20","7.5","1.6","Clear (0/8)","1020.1","66","0","No significant weather","42192"
"Tornio Torppi","2023","4","21","09:30","7.8","1.5","Clear (0/8)","1020","64","0","No significant weather","32799"
"Tornio Torppi","2023","4","21","09:40","7.9","1.8","Clear (0/8)","1020","65","0","No significant weather","34432"
"Tornio Torppi","2023","4","21","09:50","8.4","1.8","Clear (0/8)","1020.1","63","0","No significant weather","21910"
"Tornio Torppi","2023","4","21","10:00","8.9","1.8","Clear (0/8)","1020","61","0","No significant weather","22900"
"Tornio Torppi","2023","4","21","10:10","9.2","1.4","Clear (0/8)","1019.9","58","0","No significant weather","34490"
"Tornio Torppi","2023","4","21","10:20","9.1","1","Clear (0/8)","1019.9","57","0","No significant weather","22565"
"Tornio Torppi","2023","4","21","10:30","9.3","1.4","Clear (0/8)","1019.8","58","0","No significant weather","30849"
"Tornio Torppi","2023","4","21","10:40","9.8","1","Clear (0/8)","1019.8","54","0","No significant weather","28132"
"Tornio Torppi","2023","4","21","10:50","10.1","0.7","Clear (0/8)","1019.7","52","0","No significant weather","27693"
"Tornio Torppi","2023","4","21","11:00","10.4","1.1","Clear (0/8)","1019.7","52","0","No significant weather","16957"
"Tornio Torppi","2023","4","21","11:10","10.1","0.8","Clear (0/8)","1019.7","52","0","No significant weather","31943"
"Tornio Torppi","2023","4","21","11:20","10.3","0.7","Clear (0/8)","1019.7","51","0","No significant weather","31903"
"Tornio Torppi","2023","4","21","11:30","10.5","0.9","Clear (0/8)","1019.5","51","0","No significant weather","29764"
"-","2023","4","21","11:40","-","-","-","-","-","-","-","-"
"Tornio Torppi","2023","4","21","11:50","11.1","0.5","Clear (0/8)","1019.5","48","0","No significant weather","35044"
"Tornio Torppi","2023","4","21","12:00","11.1","0.5","Clear (0/8)","1019.5","48","0","No significant weather","31588"
"Tornio Torppi","2023","4","21","12:10","11.3","0.6","Clear (0/8)","1019.4","48","0","No significant weather","16619"
"Tornio Torppi","2023","4","21","12:20","11.2","0.5","Clear (0/8)","1019.4","48","0","No significant weather","12122"
"Tornio Torppi","2023","4","21","12:30","11.4","0.6","Clear (0/8)","1019.3","48","0","No significant weather","37082"
"Tornio Torppi","2023","4","21","12:40","11.4","0.6","Clear (0/8)","1019.3","47","0","No significant weather","27673"
"Tornio Torppi","2023","4","21","12:50","11.5","0.1","Clear (0/8)","1019.1","45","0","No significant weather","20738"
"Tornio Torppi","2023","4","21","13:00","11.5","-0.4","Clear (0/8)","1019","44","0","No significant weather","33504"
"Tornio Torppi","2023","4","21","13:10","11.9","-0.3","Clear (0/8)","1018.9","43","0","No significant weather","30827"
"Tornio Torppi","2023","4","21","13:20","11.8","-0.3","Clear (0/8)","1018.8","43","0","No significant weather","38624"
"Tornio Torppi","2023","4","21","13:30","12.2","0.2","Clear (0/8)","1018.7","44","0","No significant weather","31602"
"-","2023","4","21","13:40","-","-","-","-","-","-","-","-"
"Tornio Torppi","2023","4","21","13:50","10.9","1","Clear (0/8)","1018.4","51","0","No significant weather","30872"
"Tornio Torppi","2023","4","21","14:00","10.8","1","Clear (0/8)","1018.3","51","0","No significant weather","20972"
"Tornio Torppi","2023","4","21","14:10","11.1","1.7","Clear (0/8)","1018.2","52","0","No significant weather","28142"
"Tornio Torppi","2023","4","21","14:20","10.8","1.6","Clear (0/8)","1018.3","53","0","No significant weather","40029"
"Tornio Torppi","2023","4","21","14:30","10.5","1.3","Clear (0/8)","1018.3","53","0","No significant weather","37010"
"Tornio Torppi","2023","4","21","14:40","10.2","1.4","Clear (0/8)","1018.3","55","0","No significant weather","25634"
"Tornio Torppi","2023","4","21","14:50","10","1.5","Clear (0/8)","1018.2","56","0","No significant weather","17671"
"Tornio Torppi","2023","4","21","15:00","10.4","1.4","Clear (0/8)","1018","54","0","No significant weather","15812"
"Tornio Torppi","2023","4","21","15:10","10.7","1.8","Clear (0/8)","1017.9","54","0","No significant weather","36889"
"Tornio Torppi","2023","4","21","15:20","10.4","1.3","Clear (0/8)","1017.7","53","0","No significant weather","40858"
"Tornio Torppi","2023","4","21","15:30","10.5","1.4","Clear (0/8)","1017.5","53","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","15:40","10.3","1.3","Clear (0/8)","1017.4","54","0","No significant weather","32405"
"Tornio Torppi","2023","4","21","15:50","10.7","1.3","Clear (0/8)","1017.3","52","0","No significant weather","41423"
"Tornio Torppi","2023","4","21","16:00","10.3","1.2","Clear (0/8)","1017.2","53","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","16:10","10.3","1.5","Clear (0/8)","1017","54","0","No significant weather","46644"
"Tornio Torppi","2023","4","21","16:20","10.2","1.3","Clear (0/8)","1016.9","54","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","16:30","10.3","1.2","Clear (0/8)","1016.6","54","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","16:40","10.2","1.3","Clear (0/8)","1016.6","54","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","16:50","10.2","1.3","Clear (0/8)","1016.5","54","0","No significant weather","39957"
"Tornio Torppi","2023","4","21","17:00","10.6","1.3","Clear (0/8)","1016.4","52","0","No significant weather","37183"
"Tornio Torppi","2023","4","21","17:10","10.5","1.1","Clear (0/8)","1016.2","52","0","No significant weather","40964"
"Tornio Torppi","2023","4","21","17:20","10.4","1.1","Clear (0/8)","1016.1","53","0","No significant weather","38612"
"Tornio Torppi","2023","4","21","17:30","10.3","0.8","Clear (0/8)","1015.9","52","0","No significant weather","38135"
"Tornio Torppi","2023","4","21","17:40","10.7","1.3","Clear (0/8)","1015.8","52","0","No significant weather","36140"
"Tornio Torppi","2023","4","21","17:50","10.6","0.7","Clear (0/8)","1015.7","50","0","No significant weather","44271"
"Tornio Torppi","2023","4","21","18:00","10.7","0.5","Clear (0/8)","1015.6","49","0","No significant weather","37092"
"Tornio Torppi","2023","4","21","18:10","10.4","0.4","Clear (0/8)","1015.4","50","0","No significant weather","37128"
"Tornio Torppi","2023","4","21","18:20","9.4","0.1","Clear (0/8)","1015.2","52","0","No significant weather","31643"
"Tornio Torppi","2023","4","21","18:30","8.8","0.3","Clear (0/8)","1014.9","55","0","No significant weather","32929"
"Tornio Torppi","2023","4","21","18:40","9.1","0.2","Clear (0/8)","1014.8","54","0","No significant weather","43236"
"Tornio Torppi","2023","4","21","18:50","8.6","0.5","Clear (0/8)","1014.6","57","0","No significant weather","45043"
"Tornio Torppi","2023","4","21","19:00","8.7","0.8","Clear (0/8)","1014.5","58","0","No significant weather","49037"
"Tornio Torppi","2023","4","21","19:10","7.2","0.7","Clear (0/8)","1014.3","63","0","No significant weather","48613"
"Tornio Torppi","2023","4","21","19:20","6.9","0.8","Clear (0/8)","1013.9","65","0","No significant weather","44135"
"Tornio Torppi","2023","4","21","19:30","5.8","0.8","Clear (0/8)","1013.6","70","0","No significant weather","45928"
"Tornio Torppi","2023","4","21","19:40","5.8","0.9","Clear (0/8)","1013.4","71","0","No significant weather","46066"
"Tornio Torppi","2023","4","21","19:50","6.3","1.1","Clear (0/8)","1013.5","69","0","No significant weather","38543"
"Tornio Torppi","2023","4","21","20:00","6","0.8","Clear (0/8)","1013.5","70","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","20:10","5.6","0.7","Clear (0/8)","1013.4","71","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","20:20","5.2","0.6","Clear (1/8)","1013.2","72","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","20:30","4.7","0.6","Mostly clear (3/8)","1013","75","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","20:40","4.5","0.6","Partly cloudy (4/8)","1012.8","76","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","20:50","4.4","0.5","Mostly clear (3/8)","1012.6","76","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","21:00","4.3","0.5","Partly cloudy (5/8)","1012.3","77","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","21:10","4.1","0.5","Mostly cloudy (6/8)","1012","78","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","21:20","3.8","0.5","Mostly cloudy (7/8)","1011.8","79","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","21:30","3.6","0.5","Partly cloudy (5/8)","1011.7","80","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","21:40","3.5","0.5","Partly cloudy (5/8)","1011.6","81","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","21:50","3.3","0.4","Partly cloudy (5/8)","1011.4","81","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","22:00","3.2","0.4","Mostly cloudy (7/8)","1011.3","82","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","22:10","3.2","0.3","Mostly cloudy (7/8)","1011.1","81","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","22:20","3.3","0.4","Mostly cloudy (7/8)","1011","81","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","22:30","3.1","0.3","Cloudy (8/8)","1010.8","82","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","22:40","2.8","0.3","Cloudy (8/8)","1010.6","83","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","22:50","2.7","0.2","Cloudy (8/8)","1010.5","84","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","23:00","2.6","0.2","Cloudy (8/8)","1010.5","85","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","23:10","3.3","0.4","Cloudy (8/8)","1010.2","81","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","23:20","3.5","0.3","Cloudy (8/8)","1010.1","80","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","23:30","3.5","0.3","Cloudy (8/8)","1010.1","79","0","No significant weather","44652"
"Tornio Torppi","2023","4","21","23:40","3.6","0.3","Cloudy (8/8)","1010","79","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","23:50","3.9","0.4","Cloudy (8/8)","1009.9","78","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","00:00","4.1","0.4","Partly cloudy (4/8)","1009.7","77","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","00:10","4.2","0.3","Mostly clear (3/8)","1009.6","76","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","00:20","4.3","0.3","Clear (1/8)","1009.6","75","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","00:30","4.1","0.2","Clear (1/8)","1009.5","76","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","00:40","3.4","0.4","Clear (0/8)","1009.5","81","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","00:50","5.3","0.8","Clear (0/8)","1009.4","73","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","01:00","6.8","0.9","Clear (0/8)","1009.2","66","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","01:10","6.9","0.8","Clear (1/8)","1009.2","65","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","01:20","6.8","0.9","Clear (1/8)","1008.9","66","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","01:30","7.1","0.7","Clear (1/8)","1008.8","64","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","01:40","6.9","0.6","Mostly clear (3/8)","1008.7","64","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","01:50","6.8","0.5","Mostly clear (2/8)","1008.6","65","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","02:00","6.7","0.5","Partly cloudy (5/8)","1008.4","65","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","02:10","6.4","0.5","Mostly cloudy (6/8)","1008.4","66","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","02:20","6.4","0.5","Mostly cloudy (7/8)","1008.4","66","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","02:30","6.4","0.4","Mostly cloudy (7/8)","1008.4","66","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","02:40","6.1","0.4","Mostly cloudy (7/8)","1008.3","67","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","02:50","6","0.4","Cloudy (8/8)","1008.3","67","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","03:00","5.9","0.4","Cloudy (8/8)","1008.2","68","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","03:10","5.5","0.5","Cloudy (8/8)","1008","70","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","03:20","5.5","0.4","Cloudy (8/8)","1008","70","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","03:30","5.5","0.4","Cloudy (8/8)","1008","70","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","03:40","5.6","0.3","Cloudy (8/8)","1007.9","69","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","03:50","5.6","0.3","Cloudy (8/8)","1007.9","69","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","04:00","5.4","0.2","Cloudy (8/8)","1007.9","69","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","04:10","4.9","0.2","Cloudy (8/8)","1007.9","72","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","04:20","4.5","0.3","Cloudy (8/8)","1007.8","74","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","04:30","4.4","0.2","Cloudy (8/8)","1007.8","74","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","04:40","4.3","0.2","Cloudy (8/8)","1007.6","75","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","04:50","4.1","0.2","Cloudy (8/8)","1007.7","76","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","05:00","4","0.1","Cloudy (8/8)","1007.7","76","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","05:10","3.9","0.1","Cloudy (8/8)","1007.7","77","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","05:20","3.7","0.1","Cloudy (8/8)","1007.7","77","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","05:30","3.6","0","Mostly cloudy (7/8)","1007.6","77","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","05:40","3.5","0","Mostly cloudy (7/8)","1007.6","78","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","05:50","3.5","-0.1","Mostly cloudy (7/8)","1007.7","78","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","06:00","3.3","-0.1","Mostly cloudy (7/8)","1007.6","78","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","06:10","3.3","0","Cloudy (8/8)","1007.7","79","0","No significant weather","50000"
"-","2023","4","22","06:20","-","-","-","-","-","-","-","-"
"Tornio Torppi","2023","4","22","06:30","3.8","0.3","Cloudy (8/8)","1007.8","78","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","06:40","3.9","0.2","Cloudy (8/8)","1007.8","77","0","No significant weather","50000"
"Tornio Torppi","2023","4","22","06:50","3.5","-0.2","Cloudy (8/8)","1008","77","0","No significant weather","50000"
